in:fs_0,in:np_0,in:fA_0,in:fB_0,in:fs_1,in:np_1,in:fA_1,in:fB_1,in:fs_2,in:np_2,in:fA_2,in:fB_2,in:fs_3,in:np_3,in:fA_3,in:fB_3,in:fs_4,in:np_4,in:fA_4,in:fB_4,in:fs_5,in:np_5,in:fA_5,in:fB_5,in:fs_6,in:np_6,in:fA_6,in:fB_6,in:fs_7,in:np_7,in:fA_7,in:fB_7,in:fs_8,in:np_8,in:fA_8,in:fB_8,in:fs_9,in:np_9,in:fA_9,in:fB_9,in:fs_10,in:np_10,in:fA_10,in:fB_10,in:fs_11,in:np_11,in:fA_11,in:fB_11,in:fs_12,in:np_12,in:fA_12,in:fB_12,out:StaticAction,out:IntersectBars,out:InterimForces,out:minLength,out:maxLength,out:minForce,out:maxForce,out:ID,img
0.11,1,0.19,0,0.99,0,0,0,0.94,0,0,0,0.34,0.37,-0.76,0,0.09,0,0,0,0.19,0,0,0,0.38,0.14,-0.82,-0.79,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755.5,5,0,2.48,12,0.95,16.81,306,Frame_00306.png
1,0,0,0,0.58,0.29,-0.66,0,0.14,0.06,-0.81,0,0.96,0,0,0,0.72,0.91,0.33,0,0.66,0,0,0,0.4,0.73,0.04,0,0.2,0.69,0.17,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.1,5,0,2.19,11.78,0.2,12.17,307,Frame_00307.png
0.97,0,0,0,0.26,0.28,-0.02,0,0.05,0.65,-0.41,0,0.7,0.19,0,0,0.18,0,0,0,0.2,0.69,-0.29,0,0.99,0.12,0.29,0,0.35,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.5,5,0,3,11.74,0.1,12.96,308,Frame_00308.png
0.06,0.75,0.56,0,0.98,0.61,0.81,0,0.38,0.54,-0.73,0,0.59,0,0,0,0.72,0.78,-0.33,0,0.69,0,0,0,0.06,0.9,0.56,0,0.8,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,5,0,2.07,11.94,1.65,12.1,309,Frame_00309.png
0.56,0.55,0.04,0,0.66,0,0,0,0.91,0,0,0,0.98,0.12,0.08,0,0.03,0.64,0.95,0,0.2,0.31,-0.96,0,0.17,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788.4,5,0,2.61,11.31,0.2,12.9,310,Frame_00310.png
0.09,0.99,0.43,0,0.48,0.11,0.02,0,0.51,0.95,-0.92,0,0.83,0,0,0,0.39,0,0,0,0.82,0.32,-0.65,0,0.32,0.34,-0.11,0,0.62,0,0,0,0.6,0.3,0.82,0,0.39,0.75,-0.46,0,0.34,0,0,0,0,0,0,0,0,0,0,0,790.6,5,0,2.26,11.98,0.1,10.87,311,Frame_00311.png
0.36,0.64,0.06,0,0.64,0,0,0,0.04,0.82,0.01,0,0.2,0,0,0,0.03,0.25,-0.7,0,0.77,0.16,0.93,0,0.81,0.71,0.44,0,0.42,0,0,0,0.65,0,0,0,0.41,0.1,0.31,0,0.47,0,0,0,0,0,0,0,0,0,0,0,796.5,5,0,2.26,12,0.05,12.69,312,Frame_00312.png
0.46,0.64,-0.44,0,0.48,1,0.45,0,0.25,0,0,0,0.02,0,0,0,0.64,0.57,-0.73,0,0.25,0.69,0.68,0,0.1,0,0,0,0.03,0.69,0.43,0,0.26,0.26,-0.84,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815.3,5,0,3,12,2.15,10.12,313,Frame_00313.png
0.49,0.94,-0.7,0,0.69,0.95,0.11,0,0.42,0,0,0,0.58,0,0,0,0.9,0.86,0.65,0,0.68,0.64,-0.36,0,0.93,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,5,0,3.41,11.97,0.55,13.09,314,Frame_00314.png
1,0,0,0,0.69,0.44,-0.42,0,0.74,0.37,-0.18,0,0.63,0.13,0.97,0,0.42,0.32,-0.95,0,0.21,0.41,0.2,0,0.71,0,0,0,0.38,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837.2,5,0,2.44,11.91,0.9,11.83,315,Frame_00315.png
0.45,0.36,0.36,0,0.38,0.36,-0.5,0,0.03,0.76,0.61,0,0.1,0.43,-0.21,0,0.96,0.91,-0.41,0,0.3,0,0,0,0.36,0.03,0.89,0,0.38,0,0,0,0.04,0,0,0,0.31,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,840.3,5,0,2.09,10.65,0.45,15.38,316,Frame_00316.png
0.62,0.64,0.1,0,0.65,0,0,0,0.82,0,0,0,0.68,0.5,-0.97,0,0.38,0,0,0,0.65,0.01,-0.61,0.54,0.39,0.03,-0.69,0,0.1,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861.6,5,0,2.7,12,0.5,15.97,317,Frame_00317.png
0.2,0.55,-0.93,0,0.04,0.84,-0.07,0,0.27,0,0,0,0.69,0,0,0,0.46,0,0,0,0.87,0.7,0.33,0,0.79,0.5,-0.48,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867.6,5,0,3.17,11.27,0.35,13.44,318,Frame_00318.png
0.55,0.81,-0.56,0,0.96,0.42,-0.23,0,0.99,0,0,0,0.06,0.96,-0.48,0,0.86,0,0,0,0.81,0,0,0,0.64,0.29,-0.92,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.8,5,0,3.16,11.67,1.15,14.17,319,Frame_00319.png
0.31,0.86,-0.35,0,0.64,0,0,0,0.15,0,0,0,0.5,0.51,0.44,0,0.08,0.05,-0.3,0,0.1,0.76,-0.35,0,0.11,0,0,0,0.7,0,0,0,0.8,0.07,-0.47,-0.51,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890.9,5,0,2.67,11.65,1.5,14.62,320,Frame_00320.png
0.34,0.75,-0.75,0,0.97,0,0,0,0.51,0,0,0,0.68,0,0,0,0.14,0,0,0,0.63,0.17,0.67,-0.33,0.1,0.27,0.22,0,0.16,0.4,0.27,0,0.6,0.77,0.18,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896.4,5,0,3,12,0.9,10.16,321,Frame_00321.png
0.76,0.25,-0.92,0.21,0.99,0,0,0,0.87,0,0,0,0.86,0,0,0,0.37,0.06,0.16,0,0.39,0.77,-0.57,0,0.38,0,0,0,0.17,0.44,0.85,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,5,0,3.66,11.79,0.8,14.14,322,Frame_00322.png
0.97,0,0,0,0.95,0,0,0,0.32,0.27,0.18,0,0.45,0.88,-0.95,0,0.56,0,0,0,0.53,0.76,-1,0,0.83,0.95,0.95,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,5,0,2.2,11.69,0.9,13.04,323,Frame_00323.png
0.32,0.36,-0.17,0,0.34,0,0,0,0.26,0.48,-0.34,0,0.03,0,0,0,0.87,0.93,0.65,-0.71,0.11,0.71,0.66,0,0.26,0,0,0,0.1,0.27,-0.91,0,0.52,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940.3,5,0,2.46,12,0.85,17.32,324,Frame_00324.png
0.06,0.28,0.44,0,0.61,0,0,0,0.85,0.37,-0.18,-0.96,0.05,0.89,0.13,0,0.45,0,0,0,0.86,0.24,-0.34,0,0.98,0,0,0,0.54,0,0,0,0.94,0.32,-0.19,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942.4,5,0,2.71,11.95,0.65,14.29,325,Frame_00325.png
0.95,0,0,0,0.3,0.71,0.29,0,0.21,0.01,-0.85,0,0.98,0,0,0,0.01,0,0,0,0.44,0.81,0.43,0,0.73,0.96,0.4,0,0.12,0.58,0.29,0,0.17,0.51,-0.12,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942.8,5,0,2.09,11.79,0.6,14.37,326,Frame_00326.png
0.02,0.44,0.71,0,0.89,0,0,0,0.87,0.51,0.57,0,0.93,0.83,-0.97,0,0.38,0,0,0,0.38,0.53,-0.24,0,0.41,0.95,-0.69,0,0.76,0.89,0.07,-0.93,0.06,0,0,0,0.63,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,973.2,5,0,2.14,11.35,0.35,13.72,327,Frame_00327.png
0.96,0,0,0,0.95,0,0,0,0.9,0.21,-0.76,0,0.38,0.79,0.8,0,0.48,0.13,0.14,0,0.84,0,0,0,0.81,0.31,-0.25,0,0.49,0.56,-0.13,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976.7,5,0,3,11.69,0.65,14.75,328,Frame_00328.png
0.99,0,0,0,0,0.55,-0.68,0,0.05,0.47,-0.47,0,0.15,0.69,0.34,0,0.95,0.82,-0.53,0,0.59,0,0,0,0.53,0,0,0,0.31,0.67,0.87,0,0.32,0.96,-0.91,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985.4,5,0,2.53,11.92,1.7,12.47,329,Frame_00329.png
0,0.55,-0.11,0,0.78,0,0,0,0.25,0.73,-0.97,0,0.46,0.54,0.14,0,0.75,0.28,-0.04,0,0.91,0,0,0,0.23,0.41,0.01,0,0.65,0.52,-0.69,-0.11,0.87,0,0,0,0.17,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,987.9,5,0,3,11.25,0.05,12.91,330,Frame_00330.png
0.48,0.38,-0.48,0,0.55,0.47,0.09,0,0.59,0.54,-0.7,0,0.51,0,0,0,0.35,0.09,-0.82,0,0.41,0,0,0,0.58,0,0,0,0.82,0.75,-0.28,0,0.33,0.46,0.76,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996.5,5,0,2.9,11.93,0.45,13.15,331,Frame_00331.png
0.1,1,-0.9,0,0.63,0,0,0,0.62,0,0,0,0.95,0.23,-0.83,0,0.1,0.8,0.25,0,0.34,0.51,0.55,0,0.72,0.01,0.46,0,0.18,0,0,0,0.84,0.21,0.87,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,5,0,2.1,12,1.25,15.81,332,Frame_00332.png
0.3,0.56,-0.32,0,0.02,0.06,-0.92,0,0.98,0,0,0,0.35,0,0.34,0,0.79,0.06,-0.21,0,0.51,0,0,0,0.06,0.48,-0.28,0,0.91,0,0,0,0.59,0.99,0.84,0,0.3,0.87,0.16,0,0.61,0,0,0,0,0,0,0,0,0,0,0,1020.2,5,0,2.54,12,0.8,18.16,333,Frame_00333.png
0.5,0.22,-0.22,0,0.66,0,0,0,0.81,0.97,0.15,0,0.61,0.69,0.88,0,0.38,0,0,0,0.57,0.34,0.78,0,0.87,0.6,-0.81,0,0.69,0.18,-0.93,0,0.58,0.13,-0.67,0,0.38,0.18,-0.87,0,0.06,0,0,0,1,0,0,0,0,0,0,0,1045.9,5,0,2.49,11.94,0.75,19.83,334,Frame_00334.png
0.04,0.05,-0.99,0,0.96,0,0,0,0.87,0,0,0,0.75,0,0,0,0.28,0.79,0.38,0,0.76,0.51,-0.29,0,0.41,0.07,0.2,0,0.84,0.74,-0.85,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054.6,5,0,2.45,11.73,1,17.12,335,Frame_00335.png
0.15,0.75,-0.99,0,0.71,0,0,0,0.55,0.03,-0.52,0,0.47,0,0,0,0.95,0,0,0,0.8,0.01,-0.64,0,0.54,0.27,-0.73,0,0.31,0.51,0.67,0,0.42,0.01,1,0,0.93,0.42,-0.42,0,0.48,0,0,0,0,0,0,0,0,0,0,0,1072,5,0,2.09,11.93,2.1,16.44,336,Frame_00336.png
0.55,0.04,-0.96,0,0.86,0.95,0.15,-1,0.66,0,0,0,0.85,0.28,0.73,0,0,0.76,0.32,0,0.9,0,0,0,0.1,0,0,0,0.57,0.95,-0.35,0,0.41,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,5,0,2.04,11.97,0.75,13.1,337,Frame_00337.png
0.59,0.58,-0.5,0,0.56,0,0,0,0.03,0,0,0,0.09,0,0,0,0.08,0.53,-0.96,0,0.39,0.35,-0.61,0,0.87,0.31,-0.87,0,0.07,0.6,0.05,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096.9,5,0,3,11.92,0.25,20.06,338,Frame_00338.png
0.31,0.85,-0.69,0,0.29,0.75,0.24,0,0.15,0.72,-0.68,0,0.06,0.6,-0.71,0,0.46,0,0,0,0.65,0,0,0,0.7,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112.2,5,0,2.42,11.97,1.2,17.82,339,Frame_00339.png
0.04,0.35,-0.04,0,0.82,0,0,0,0.75,0.69,0.29,0,0.79,0.74,-0.24,0,0.87,0.77,-0.72,0,0.93,0,0,0,0.96,0.99,-0.12,0,0.76,0,0,0,0.41,0.22,-0.48,0,0.44,0.99,-0.68,0,0.69,0,0,0,0,0,0,0,0,0,0,0,1141.3,5,0,2.27,11.98,0.2,18.65,340,Frame_00340.png
0.23,0.68,-0.28,0,0.66,0,0,0,0.78,0,0,0,0.06,0.55,0.24,0,0.08,0,0,0,0.64,0.2,-0.53,0,0.83,0.94,0.76,0,0.02,0.04,0.91,0,0.08,0.52,-0.67,0,0.57,0.19,-0.5,0,0.79,0,0,0,0,0,0,0,0,0,0,0,1147.1,5,0,2.81,11.69,1.2,18.04,341,Frame_00341.png
0.26,0.81,-0.61,0,0.43,0,0,0,0.1,0,0,0,0.02,0,0,0,0.01,0.11,-0.63,0,0.56,0.1,-0.38,0,0.94,0.38,0.83,0,0.28,0.99,-0.49,0,0.84,0.28,0.12,0,0.33,0.5,-0.91,0,0.39,0,0,0,0,0,0,0,0,0,0,0,1236.2,5,0,2.47,11.94,0.6,20.77,342,Frame_00342.png
0.22,0.97,-0.1,0,0.94,0,0,0,0.74,0,0,0,0.98,0,0,0,0.54,0.62,0.94,0,0.81,0.3,0.81,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.4,6,0,3,11.95,0.5,12.96,343,Frame_00343.png
0.44,0.94,-0.08,0,0.16,0,0,0,0.12,0.92,-0.73,0,0.82,0.21,1,0,0.01,0,0,0,0.94,0,0,0,0.83,0.78,-0.16,0,0.19,0.37,0.73,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.1,6,0,3,11.85,0.4,9.65,344,Frame_00344.png
0.97,0,0,0,0.28,0.09,0.82,0,0.55,0,0,0,0.6,0,0,0,0.79,0,0,0,0.08,0.48,-0.87,-0.44,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698.2,6,0,3,11.86,1.46,12.96,345,Frame_00345.png
0.99,0,0,0,0.24,0.62,-0.11,0,0.93,0,0,0,0.94,0,0,0,0.21,0.9,-0.42,0,0.52,0.78,0.21,0,0.39,0.13,-0.54,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.6,6,0,2.9,11.86,0.55,10.6,346,Frame_00346.png
0.39,0.8,-0.23,0,0.94,0.18,-0.37,1,0.04,0,0,0,0.28,0.9,0.39,0,0.1,0,0,0,0.82,0.33,0.79,0,0.82,0,0,0,0.41,0.04,0.76,0,0.97,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730.6,6,0,2.02,12,1.15,10.9,347,Frame_00347.png
0.99,0,0,0,0.23,0.73,0.13,0,0.85,0.16,0.14,0,0.31,0.84,0.59,0,0.75,0.8,-0.56,0,0.16,0,0,0,0.98,0,0,0,0.36,0.47,0.33,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734.5,6,0,3,11.68,0.65,9.65,348,Frame_00348.png
0.18,0.24,0.55,0,0.61,0,0,0,0.61,0,0,0,0.83,0.42,0.46,0,0.78,0,0,0,0.81,0.01,0.25,0,0.76,0,-0.52,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737.5,6,0,2.1,11.69,1.25,12.96,349,Frame_00349.png
0.98,0,0,0,0.16,0.85,0.53,0,0.16,0.37,-0.81,0,0.89,0,0,0,0.53,0.34,-0.04,0,0.77,0.43,-0.9,0,0.46,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738.9,6,0,2.74,11.92,0.2,14.03,350,Frame_00350.png
0.97,0,0,0,0.19,0.74,0.32,0,0.51,0,0,0,0.55,0,0,0,0.18,0.42,-0.1,0,0.34,0.24,-0.76,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755.1,6,0,2.72,11.93,0.5,16.82,351,Frame_00351.png
0.47,0.39,0.12,0,0.61,0,0,0,0.33,0.79,0.41,0,0.34,0.23,0.85,0,0.06,0,0,0,0.4,0.35,-0.08,0,0.87,0.14,0.05,0,0.47,0,0,0,0.91,0.53,0.74,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765.8,6,0,2.19,10.84,0.25,14.77,352,Frame_00352.png
0.99,0,0,0,1,0,0,0,0.57,0.46,0.61,0,0.77,0.38,0.54,0,0.75,0.68,0.76,0,0.29,0,0,0,0.14,0.4,-0.63,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799.6,6,0,3,11.69,1.59,12.96,353,Frame_00353.png
0.24,0.19,-0.13,0,0.61,0,0,0,0.58,0.31,-0.29,0,0.34,0.48,0.99,0,0.33,0.25,0.57,0,0.48,0,0,0,0.1,0.12,-0.91,0,0.86,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801.2,6,0,2.88,11.72,0.65,14.19,354,Frame_00354.png
0.39,0.18,-0.81,0,0.96,0,0,0,0.59,0,0,0,0.88,0.47,-0.02,-0.74,0.56,0,0,0,0.03,0,0,0,0.67,0.6,0.1,0,0.29,0.71,0.98,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,6,0,2.61,11.8,0.1,10,355,Frame_00355.png
0.16,0.68,0.61,0,0.1,0.79,0.34,0,0.87,0,0,0,0.64,0.44,-0.69,-0.41,0.99,0.16,0.35,0,0.98,0.32,0.82,0,0.42,0,0,0,0.15,0,0,0,0.22,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806.7,6,0,2.98,11.83,1.41,13.09,356,Frame_00356.png
0.23,0.2,-0.33,0,0.61,0,0,0,0.91,0,0,0,0.56,0,0,0,0.88,0,0,0,0.53,0.24,-0.24,0.36,0.69,0.01,0.09,0,0.36,0.95,0.75,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.9,6,0,3,11.84,0.45,12.96,357,Frame_00357.png
0.95,0,0,0,0.99,0,0,0,0.92,0.42,-0.15,0,0.84,0.43,-0.47,0,0.44,0.76,0.68,0,0.04,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809.9,6,0,3,11.69,0.75,13.3,358,Frame_00358.png
0.98,0,0,0,0.27,0.83,0.25,0,0.01,0.49,-0.09,0,0.06,0,0,0,0.61,0.85,0.92,0,0.57,1,0.92,0,0.59,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829.6,6,0,2.3,12,0.45,12.96,359,Frame_00359.png
0.65,0.92,-0.16,0,0.79,0.33,-0.71,0,0.73,0,0,0,0.59,0.04,-0.2,0,0.32,0.39,0.69,0,0.49,0,0,0,0.77,0,0,0,0.22,0.6,0.33,0,0.48,0.78,0.85,0,0.23,0.3,-0.79,0,0.85,0,0,0,0,0,0,0,0,0,0,0,843.5,6,0,2.26,11.8,0.8,14.52,360,Frame_00360.png
0.02,0.63,-0.29,0,0.64,0,0,0,0.51,0.92,0.89,0,0.83,0.75,-0.88,0,0.42,0.46,-0.38,0,0.61,0,0,0,0.15,0,0,0,0.86,0.32,0.77,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865.9,6,0,2.74,11.23,1.45,15.91,361,Frame_00361.png
0.96,0,0,0,0.38,0.8,-0.71,0,0.2,0.77,-0.3,0,0.4,0.36,-0.56,0,0.17,0,0,0,0.73,0.62,-0.53,0,0.65,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868.4,6,0,2.09,11.78,1.21,13.37,362,Frame_00362.png
0.23,0.45,0.24,0,0.94,0,0,0,0.14,0.09,-0.49,0,0.88,0,0,0,0.09,0.66,-0.87,0,0.66,0.5,0.48,-0.6,0.77,0.08,0.66,0,0.81,0,0,0,0.11,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873.8,6,0,2.37,12,1.2,15.88,363,Frame_00363.png
0.99,0,0,0,0.2,0.06,0.42,0,0.23,0.6,-0.01,0,0.76,0,0,0,0.26,0,0,0,0.85,0.11,-0.76,0,0.93,0.91,-0.56,0,0.59,0.21,-0.45,0,0.67,0.58,-0.44,0,0.06,0.48,0.35,0,0.87,0,0,0,0,0,0,0,0,0,0,0,876.3,6,0,2.52,11.91,0.05,10.98,364,Frame_00364.png
0.45,0.66,-0.77,0,0.67,0,0,0,0.48,0.15,-0.96,0,0.7,0,0,0,0.94,0.38,-0.92,0,0.2,0.07,0.79,0,0.96,0.18,-0.14,0,0.23,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888.6,6,0,2.06,11.8,0.7,12.35,365,Frame_00365.png
0.23,0.23,-0.48,0,0.28,0.82,-0.05,0,0.33,0,0,0,0.06,0.18,-0.33,0,0,0.22,0.62,0,0.78,0,0,0,0.67,0.14,0.76,0,0.18,0.69,-0.48,0,0.13,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894.1,6,0,3,11.64,0.25,11.92,366,Frame_00366.png
0.31,0.53,-0.33,0,0.07,0,0,0,0.41,0,0,0,0.51,0,0,0,0.46,0.66,-0.08,0,0.66,0.96,-0.69,0,0.33,0.54,0.09,0,0.43,0.91,-0.99,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894.6,6,0,2.16,11.85,0.4,16.96,367,Frame_00367.png
0.8,0.52,-0.38,0,0.95,0.67,-0.89,0,0.04,0.28,-0.46,0,0.57,0,0,0,0.06,0.55,-0.61,0,0.01,0,0,0,0.73,0,0,0,0.44,0,0,0,0.98,0.48,-0.14,-0.1,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905.7,6,0,4.17,11.84,0.5,13.57,368,Frame_00368.png
0.29,0.66,-0.3,0,0.66,0,0,0,0.18,0,0,0,0.59,0.76,-0.38,0,0.56,0.82,-0.4,0,0.72,0.26,-0.71,0,0.28,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,6,0,3,11.5,1.5,17,369,Frame_00369.png
0.24,0.28,-0.72,0,0.62,0,0,0,0.72,0,0,0,0.63,0,0,0,0.38,0,0,0,0.1,0.65,0.17,0.32,0.75,0,0,0,0.32,1,-0.98,-0.81,0.58,0.97,-0.9,0,0.91,0.77,0.69,0,0.73,0,0,0,0,0,0,0,0,0,0,0,923.6,6,0,2.46,11.37,0.8,13.31,370,Frame_00370.png
0.45,0.55,-0.57,0,0.29,0.95,0.11,0,0.35,0,0,0,0.01,0,0,0,0.75,0,0,0,0.43,0.32,0.66,0,0.22,0.53,0.23,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927.8,6,0,2.03,11.75,0.55,12.28,371,Frame_00371.png
0.83,0.53,-0.77,0,0.75,0.85,-0.26,0,0.63,0,0,0,0.19,0,0,0,0.01,1,0.66,0,0.37,0,0,0,0.95,0,0,0,0.22,0.85,-0.71,-0.84,0.78,0.63,-0.89,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930.9,6,0,2.12,12,1.3,14.54,372,Frame_00372.png
0.03,0.97,-0.62,0,0.04,0.18,0,0,0.03,0,0,0,0.94,0,0,0,0.79,0.32,-0.35,0,0.57,0.89,-0.38,0,0.54,0.01,0.32,0,0.93,0.29,-0.38,0,0.89,0.44,0.1,0,0.13,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,933,6,0,2.23,11.93,0.5,14.94,373,Frame_00373.png
0.61,0.84,-0.2,0,0.2,0,0,0,0.45,0,0,0,0.89,0.51,-0.73,-0.25,0.63,0,0,0,0.47,0,0,0,0.29,0.74,-0.93,0,0.58,0.31,0.85,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934.4,6,0,3,11.61,1,18.08,374,Frame_00374.png
0.51,0.87,-0.4,0,0.07,0,0,0,0.12,0.63,-0.42,0,1,0,0,0,0.24,0.79,-0.68,0,0.95,0.67,0.42,0,0.83,0.02,-0.73,-0.14,0.08,0,0,0,0.54,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,6,0,2.18,11.97,0.7,17.6,375,Frame_00375.png
0.98,0,0,0,0.46,0.06,0.76,0,0.94,0.89,0.62,0,0.64,0.42,0.99,-0.73,0.63,0,0,0,0.61,0,0,0,0.02,0.99,0.28,0,0.42,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944.7,6,0,2.28,11.99,1.4,12.84,376,Frame_00376.png
0.52,0.11,-0.21,0,0.03,0.39,0.13,0,0.71,0.83,0.27,0,0.34,0.06,-0.51,0.23,0.24,0,0,0,0.01,0.3,0.92,0,1,0,0,0,0.61,0,0,0,0.5,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978.5,6,0,2.51,12,0.65,17.12,377,Frame_00377.png
0.97,0,0,0,0.29,0.82,-0.27,0,0.34,0.03,-0.14,0,0.12,0.47,0.6,0,0.73,0.19,0.3,0,0.74,0,0,0,0.19,0,0,0,0.53,0.54,-0.6,-0.76,0.97,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985.9,6,0,2.3,11.77,0.7,13.63,378,Frame_00378.png
0.19,0.58,-0.65,0,0.09,0.19,-0.3,0,0.56,0.51,0.58,-0.6,0.26,0.56,0.05,0,0.86,0,0,0,0.06,0,0,0,0.77,0.45,-0.14,0,0.11,0,0,0,0.42,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991.3,6,0,3.2,12,0.25,15.98,379,Frame_00379.png
0.34,0.35,0.64,0,0.92,0.29,-0.87,0,0.15,0.68,-0.23,0,0.39,0,0,0,0.88,0.83,-0.7,0,0.12,0.99,-0.23,0,0.37,0,0,0,0.55,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077.3,6,0,3.33,11.9,1.15,16.25,380,Frame_00380.png
